relationshipId,createdTimestamp,updatedTimestamp,relationshipType,sourceNodeType,sourceNodeAttr,sourceNodeValue,targetNodeType,targetNodeAttr,targetNodeValue,affiliation,referenceType,sourceAuthoritySection,targetAuthoritySection,relationship,notes
,,,MEMBER_OF,Authority,reference,ISO/IEC 10646:2020/Amd 1:2023,AuthorityGroup,reference,ISO/IEC 10646:2020 (Unicode 15.0),,,,,,
,,,MEMBER_OF,Authority,reference,ISO/IEC 10646:2020/Amd 1:2023,AuthorityGroup,reference,ISO/IEC 10646:2020 (Unicode 16.0),,,,,,
,,,UPDATES,Authority,reference,ISO/IEC 10646:2020/Amd 1:2023,Authority,reference,ISO/IEC 10646:2020,,,,,,
,,,HAS_RELATED_AUTHORITY,AuthorityGroup,reference,ISO/IEC 10646:2020 (Unicode 15.0),Authority,reference,Unicode 15.0,,,,,partially equivalent,Character repertoire equivalent to Unicode 15.0
,,,CONTROLS,ControllingOrg,shortName,JTC1 SC 2,Authority,reference,ISO/IEC 10646:2020/Amd 2:2025,,,,,,
,,,MEMBER_OF,Authority,reference,ISO/IEC 10646:2020/Amd 2:2025,AuthorityGroup,reference,ISO/IEC 10646:2020 (as amended),,,,,,
,,,MEMBER_OF,Authority,reference,ISO/IEC 10646:2020/Amd 2:2025,AuthorityGroup,reference,ISO/IEC 10646:2020 (Unicode 16.0),,,,,,
,,,UPDATES,Authority,reference,ISO/IEC 10646:2020/Amd 2:2025,Authority,reference,ISO/IEC 10646:2020,,,,,,
,,,HAS_RELATED_AUTHORITY,AuthorityGroup,reference,ISO/IEC 10646:2020 (Unicode 16.0),Authority,reference,Unicode 16.0,,,,,partially equivalent,Character repertoire equivalent to Unicode 16.0
,,,DEFINES,AuthorityGroup,reference,ISO/IEC 10646,Artifact,shortName,Unicode / UCS,,,,,,
,,,DEFINES,AuthorityGroup,reference,ISO/IEC 10646,Artifact,shortName,UTF-32,,,,,,ISO/IEC 10646 replicates the encoding forms of Unicode
,,,DEFINES,AuthorityGroup,reference,ISO/IEC 10646,Artifact,shortName,UTF-32BE,,,,,,ISO/IEC 10646 replicates the encoding forms of Unicode
,,,DEFINES,AuthorityGroup,reference,ISO/IEC 10646,Artifact,shortName,UTF-32LE,,,,,,ISO/IEC 10646 replicates the encoding forms of Unicode
,,,DEFINES,AuthorityGroup,reference,ISO/IEC 10646,Artifact,shortName,UTF-16,,,,,,ISO/IEC 10646 replicates the encoding forms of Unicode
,,,DEFINES,AuthorityGroup,reference,ISO/IEC 10646,Artifact,shortName,UTF-16BE,,,,,,ISO/IEC 10646 replicates the encoding forms of Unicode
,,,DEFINES,AuthorityGroup,reference,ISO/IEC 10646,Artifact,shortName,UTF-16LE,,,,,,ISO/IEC 10646 replicates the encoding forms of Unicode
,,,DEFINES,AuthorityGroup,reference,ISO/IEC 10646,Artifact,shortName,UTF-8,,,,,,ISO/IEC 10646 replicates the encoding forms of Unicode
,,,CONTROLS,ControllingOrg,shortName,X/Open (Open Group),Authority,reference,X/Open FSS UTF,,,,,,
,,,DEFINES,Authority,reference,X/Open FSS UTF,Artifact,shortName,UTF-8,,,,,,FSS UTF-8 originates the format prior to inclusion in Unicode
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC2044,,,,,,
,,,REFERENCES,Authority,reference,RFC2044,Authority,reference,X/Open FSS UTF,,,,,,
,,,REFERENCES,Authority,reference,RFC2044,Authority,reference,ISO/IEC 10646-1:1993,,,,,,
,,,REFERENCES,Authority,reference,RFC2044,Authority,reference,Unicode 1.0,,,,,,
,,,REFERENCES,Authority,reference,RFC2044,Authority,reference,US-ASCII [ANSI X3.4-1986],,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC2279,,,,,,
,,,OBSOLETES,Authority,reference,RFC2279,Authority,reference,RFC2044,,,,,,
,,,REFERENCES,Authority,reference,RFC2279,AuthorityGroup,reference,ISO/IEC 10646-1:1993 (Unicode 2.0),,,,,,
,,,REFERENCES,Authority,reference,RFC2279,Authority,reference,Unicode 2.0,,,,,,
,,,REFERENCES,Authority,reference,RFC2279,Authority,reference,US-ASCII [ANSI X3.4-1986],,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF APP Area,Authority,reference,RFC3629,,,,,,
,,,MEMBER_OF,Authority,reference,RFC3629,AuthorityGroup,reference,STD63,,,,,,
,,,OBSOLETES,Authority,reference,RFC3629,Authority,reference,RFC2279,,,,,,
,,,REFERENCES,Authority,reference,RFC3629,Authority,reference,RFC2119,,normative,,,,
,,,REFERENCES,Authority,reference,RFC3629,AuthorityGroup,reference,ISO/IEC 10646:2000/2001 (Unicode 3.2),,normative,,,,
,,,REFERENCES,Authority,reference,RFC3629,Authority,reference,Unicode 4.0,,normative,,,,
,,,REFERENCES,Authority,reference,RFC3629,AuthorityGroup,reference,ISO/IEC 10646,,ongoing,,,,References character repertoire of ISO/IEC 10646
,,,REFERENCES,Authority,reference,RFC3629,AuthorityGroup,reference,Unicode,,ongoing,,,,References UTF-8 presentation from Unicode
,,,CONTROLS,ControllingOrg,shortName,ITU-R,Authority,reference,ITU-R Rec. TF.460-6 (02/2002),,,,,,
,,,CONTROLS,ControllingOrg,shortName,ICAO,Authority,reference,ICAO Annex 10,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC675,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC721,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC761,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC793,,,,,,
,,,OBSOLETES,Authority,reference,RFC793,Authority,reference,RFC761,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC813,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC816,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC879,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC896,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1072,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1078,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1106,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1110,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1145,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1146,,,,,,
,,,OBSOLETES,Authority,reference,RFC1146,Authority,reference,RFC1145,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1379,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1644,,,,,,
,,,UPDATES,Authority,reference,RFC1644,Authority,reference,RFC1379,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1693,,,,,,
,,,CONTROLS,ControllingOrg,shortName,tcpm WG,Authority,reference,RFC4614,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC6013,,,,,,
,,,CONTROLS,ControllingOrg,shortName,tcpm WG,Authority,reference,RFC6247,,,,,,
,,,UPDATES,Authority,reference,RFC6247,Authority,reference,RFC4614,,,,,,
,,,OBSOLETES,Authority,reference,RFC6247,Authority,reference,RFC1072,,,,,,
,,,OBSOLETES,Authority,reference,RFC6247,Authority,reference,RFC1106,,,,,,
,,,OBSOLETES,Authority,reference,RFC6247,Authority,reference,RFC1110,,,,,,
,,,OBSOLETES,Authority,reference,RFC6247,Authority,reference,RFC1145,,,,,,
,,,OBSOLETES,Authority,reference,RFC6247,Authority,reference,RFC1146,,,,,,
,,,OBSOLETES,Authority,reference,RFC6247,Authority,reference,RFC1379,,,,,,
,,,OBSOLETES,Authority,reference,RFC6247,Authority,reference,RFC1644,,,,,,
,,,OBSOLETES,Authority,reference,RFC6247,Authority,reference,RFC1693,,,,,,
,,,CONTROLS,ControllingOrg,shortName,tcpm WG,Authority,reference,RFC7414,,,,,,
,,,OBSOLETES,Authority,reference,RFC7414,Authority,reference,RFC4614,,,,,,
,,,CONTROLS,ControllingOrg,shortName,tcpm WG,Authority,reference,RFC7805,,,,,,
,,,UPDATES,Authority,reference,RFC7805,Authority,reference,RFC7414,,,,,,
,,,OBSOLETES,Authority,reference,RFC7805,Authority,reference,RFC675,,,,,,
,,,OBSOLETES,Authority,reference,RFC7805,Authority,reference,RFC721,,,,,,
,,,OBSOLETES,Authority,reference,RFC7805,Authority,reference,RFC761,,,,,,
,,,OBSOLETES,Authority,reference,RFC7805,Authority,reference,RFC813,,,,,,
,,,OBSOLETES,Authority,reference,RFC7805,Authority,reference,RFC816,,,,,,
,,,OBSOLETES,Authority,reference,RFC7805,Authority,reference,RFC879,,,,,,
,,,OBSOLETES,Authority,reference,RFC7805,Authority,reference,RFC896,,,,,,
,,,OBSOLETES,Authority,reference,RFC7805,Authority,reference,RFC1078,,,,,,
,,,OBSOLETES,Authority,reference,RFC7805,Authority,reference,RFC6013,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC724,,,,,,
,,,MEMBER_OF,Authority,reference,RFC724,AuthorityGroup,reference,Internet Message Format,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC733,,,,,,
,,,MEMBER_OF,Authority,reference,RFC733,AuthorityGroup,reference,Internet Message Format,,,,,,
,,,OBSOLETES,Authority,reference,RFC733,Authority,reference,RFC724,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC822,,,,,,
,,,MEMBER_OF,Authority,reference,RFC822,AuthorityGroup,reference,STD11,,,,,,
,,,MEMBER_OF,Authority,reference,RFC822,AuthorityGroup,reference,Internet Message Format,,,,,,
,,,OBSOLETES,Authority,reference,RFC822,Authority,reference,RFC733,,,,,,
,,,CONTROLS,ControllingOrg,shortName,drums WG,Authority,reference,RFC2822,,,,,,
,,,MEMBER_OF,Authority,reference,RFC2822,AuthorityGroup,reference,Internet Message Format,,,,,,
,,,OBSOLETES,Authority,reference,RFC2822,Authority,reference,RFC822,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF APP Area,Authority,reference,RFC5322,,,,,,
,,,MEMBER_OF,Authority,reference,RFC5322,AuthorityGroup,reference,Internet Message Format,,,,,,
,,,OBSOLETES,Authority,reference,RFC5322,Authority,reference,RFC2822,,,,,,
,,,DEFINES,AuthorityGroup,reference,Internet Message Format,Artifact,shortName,Internet Message Format,,,,,,
,,,CONTROLS,ControllingOrg,shortName,822ext WG,Authority,reference,RFC1341,,,,,,
,,,CONTROLS,ControllingOrg,shortName,822ext WG,Authority,reference,RFC1342,,,,,,
,,,CONTROLS,ControllingOrg,shortName,822ext WG,Authority,reference,RFC1521,,,,,,
,,,OBSOLETES,Authority,reference,RFC1521,Authority,reference,RFC1341,,,,,,
,,,CONTROLS,ControllingOrg,shortName,822ext WG,Authority,reference,RFC1522,,,,,,
,,,OBSOLETES,Authority,reference,RFC1522,Authority,reference,RFC1342,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1590,,,,,,
,,,UPDATES,Authority,reference,RFC1590,Authority,reference,RFC1521,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1806,,,,,,
,,,CONTROLS,ControllingOrg,shortName,822ext WG,Authority,reference,RFC2045,,,,,,
,,,MEMBER_OF,Authority,reference,RFC2045,AuthorityGroup,reference,MIME,,,,,,
,,,OBSOLETES,Authority,reference,RFC2045,Authority,reference,RFC1521,,,,,,
,,,OBSOLETES,Authority,reference,RFC2045,Authority,reference,RFC1522,,,,,,
,,,OBSOLETES,Authority,reference,RFC2045,Authority,reference,RFC1590,,,,,,
,,,CONTROLS,ControllingOrg,shortName,822ext WG,Authority,reference,RFC2046,,,,,,
,,,MEMBER_OF,Authority,reference,RFC2046,AuthorityGroup,reference,MIME,,,,,,
,,,OBSOLETES,Authority,reference,RFC2046,Authority,reference,RFC1521,,,,,,
,,,OBSOLETES,Authority,reference,RFC2046,Authority,reference,RFC1522,,,,,,
,,,OBSOLETES,Authority,reference,RFC2046,Authority,reference,RFC1590,,,,,,
,,,CONTROLS,ControllingOrg,shortName,822ext WG,Authority,reference,RFC2047,,,,,,
,,,MEMBER_OF,Authority,reference,RFC2047,AuthorityGroup,reference,MIME,,,,,,
,,,OBSOLETES,Authority,reference,RFC2047,Authority,reference,RFC1521,,,,,,
,,,OBSOLETES,Authority,reference,RFC2047,Authority,reference,RFC1522,,,,,,
,,,OBSOLETES,Authority,reference,RFC2047,Authority,reference,RFC1590,,,,,,
,,,CONTROLS,ControllingOrg,shortName,822ext WG,Authority,reference,RFC2048,,,,,,
,,,OBSOLETES,Authority,reference,RFC2048,Authority,reference,RFC1521,,,,,,
,,,OBSOLETES,Authority,reference,RFC2048,Authority,reference,RFC1522,,,,,,
,,,OBSOLETES,Authority,reference,RFC2048,Authority,reference,RFC1590,,,,,,
,,,CONTROLS,ControllingOrg,shortName,822ext WG,Authority,reference,RFC2049,,,,,,
,,,MEMBER_OF,Authority,reference,RFC2049,AuthorityGroup,reference,MIME,,,,,,
,,,OBSOLETES,Authority,reference,RFC2049,Authority,reference,RFC1521,,,,,,
,,,OBSOLETES,Authority,reference,RFC2049,Authority,reference,RFC1522,,,,,,
,,,OBSOLETES,Authority,reference,RFC2049,Authority,reference,RFC1590,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC2183,,,,,,
,,,OBSOLETES,Authority,reference,RFC2183,Authority,reference,RFC1806,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC2184,,,,,,
,,,UPDATES,Authority,reference,RFC2184,Authority,reference,RFC2045,,,,,,
,,,UPDATES,Authority,reference,RFC2184,Authority,reference,RFC2047,,,,,,
,,,UPDATES,Authority,reference,RFC2184,Authority,reference,RFC2183,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC2231,,,,,,
,,,OBSOLETES,Authority,reference,RFC2231,Authority,reference,RFC2184,,,,,,
,,,UPDATES,Authority,reference,RFC2231,Authority,reference,RFC2045,,,,,,
,,,UPDATES,Authority,reference,RFC2231,Authority,reference,RFC2047,,,,,,
,,,UPDATES,Authority,reference,RFC2231,Authority,reference,RFC2183,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF APP Area,Authority,reference,RFC4288,,,,,,
,,,OBSOLETES,Authority,reference,RFC4288,Authority,reference,RFC2048,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF GEN Area,Authority,reference,RFC4289,,,,,,
,,,MEMBER_OF,Authority,reference,RFC4289,AuthorityGroup,reference,BCP13,,,,,,
,,,MEMBER_OF,Authority,reference,RFC4289,AuthorityGroup,reference,MIME,,,,,,
,,,OBSOLETES,Authority,reference,RFC4289,Authority,reference,RFC2048,,,,,,
,,,CONTROLS,ControllingOrg,shortName,appsawg WG,Authority,reference,RFC6838,,,,,,
,,,MEMBER_OF,Authority,reference,RFC6838,AuthorityGroup,reference,BCP13,,,,,,
,,,OBSOLETES,Authority,reference,RFC6838,Authority,reference,RFC4288,,,,,,
,,,CONTROLS,ControllingOrg,shortName,mediaman WG,Authority,reference,RFC9694,,,,,,
,,,MEMBER_OF,Authority,reference,RFC9694,AuthorityGroup,reference,BCP13,,,,,,
,,,UPDATES,Authority,reference,RFC9694,Authority,reference,RFC6838,,,,,,
,,,DEFINES,AuthorityGroup,reference,MIME,Artifact,shortName,MIME,,,,,,
,,,DEFINES,AuthorityGroup,reference,MIME,Artifact,shortName,Quoted-Printable,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC989,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1040,,,,,,
,,,OBSOLETES,Authority,reference,RFC1040,Authority,reference,RFC989,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1113,,,,,,
,,,OBSOLETES,Authority,reference,RFC1113,Authority,reference,RFC989,,,,,,
,,,OBSOLETES,Authority,reference,RFC1113,Authority,reference,RFC1040,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1114,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1115,,,,,,
,,,CONTROLS,ControllingOrg,shortName,pem WG,Authority,reference,RFC1421,,,,,,
,,,OBSOLETES,Authority,reference,RFC1421,Authority,reference,RFC1113,,,,,,
,,,CONTROLS,ControllingOrg,shortName,pem WG,Authority,reference,RFC1422,,,,,,
,,,OBSOLETES,Authority,reference,RFC1422,Authority,reference,RFC1114,,,,,,
,,,CONTROLS,ControllingOrg,shortName,pem WG,Authority,reference,RFC1423,,,,,,
,,,OBSOLETES,Authority,reference,RFC1423,Authority,reference,RFC1115,,,,,,
,,,CONTROLS,ControllingOrg,shortName,pem WG,Authority,reference,RFC1424,,,,,,
,,,CONTROLS,ControllingOrg,shortName,pem WG,Authority,reference,RFC1847,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1991,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC2015,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC2311,,,,,,
,,,CONTROLS,ControllingOrg,shortName,openpgp WG,Authority,reference,RFC2440,,,,,,
,,,CONTROLS,ControllingOrg,shortName,smime WG,Authority,reference,RFC2632,,,,,,
,,,CONTROLS,ControllingOrg,shortName,smime WG,Authority,reference,RFC2633,,,,,,
,,,CONTROLS,ControllingOrg,shortName,smime WG,Authority,reference,RFC2634,,,,,,
,,,CONTROLS,ControllingOrg,shortName,smime WG,Authority,reference,RFC2785,,,,,,
,,,CONTROLS,ControllingOrg,shortName,openpgp WG,Authority,reference,RFC3156,,,,,,
,,,UPDATES,Authority,reference,RFC3156,Authority,reference,RFC2015,,,,,,
,,,CONTROLS,ControllingOrg,shortName,smime WG,Authority,reference,RFC3850,,,,,,
,,,OBSOLETES,Authority,reference,RFC3850,Authority,reference,RFC2632,,,,,,
,,,CONTROLS,ControllingOrg,shortName,smime WG,Authority,reference,RFC3851,,,,,,
,,,OBSOLETES,Authority,reference,RFC3851,Authority,reference,RFC2633,,,,,,
,,,CONTROLS,ControllingOrg,shortName,smime WG,Authority,reference,RFC4134,,,,,,
,,,CONTROLS,ControllingOrg,shortName,smime WG,Authority,reference,RFC4262,,,,,,
,,,CONTROLS,ControllingOrg,shortName,openpgp WG,Authority,reference,RFC4880,,,,,,
,,,OBSOLETES,Authority,reference,RFC4880,Authority,reference,RFC1991,,,,,,
,,,OBSOLETES,Authority,reference,RFC4880,Authority,reference,RFC2440,,,,,,
,,,CONTROLS,ControllingOrg,shortName,smime WG,Authority,reference,RFC5035,,,,,,
,,,UPDATES,Authority,reference,RFC5035,Authority,reference,RFC2634,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF SEC Area,Authority,reference,RFC5581,,,,,,
,,,UPDATES,Authority,reference,RFC5581,Authority,reference,RFC4880,,,,,,
,,,CONTROLS,ControllingOrg,shortName,smime WG,Authority,reference,RFC5750,,,,,,
,,,OBSOLETES,Authority,reference,RFC5750,Authority,reference,RFC3850,,,,,,
,,,CONTROLS,ControllingOrg,shortName,smime WG,Authority,reference,RFC5751,,,,,,
,,,OBSOLETES,Authority,reference,RFC5751,Authority,reference,RFC3851,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC6637,,,,,,
,,,CONTROLS,ControllingOrg,shortName,pkix WG,Authority,reference,RFC6664,,,,,,
,,,CONTROLS,ControllingOrg,shortName,lamps WG,Authority,reference,RFC8550,,,,,,
,,,OBSOLETES,Authority,reference,RFC8550,Authority,reference,RFC5750,,,,,,
,,,CONTROLS,ControllingOrg,shortName,lamps WG,Authority,reference,RFC8551,,,,,,
,,,OBSOLETES,Authority,reference,RFC8551,Authority,reference,RFC5751,,,,,,
,,,CONTROLS,ControllingOrg,shortName,lamps WG,Authority,reference,RFC9216,,,,,,
,,,CONTROLS,ControllingOrg,shortName,openpgp WG,Authority,reference,RFC9580,,,,,,
,,,OBSOLETES,Authority,reference,RFC9580,Authority,reference,RFC4880,,,,,,
,,,OBSOLETES,Authority,reference,RFC9580,Authority,reference,RFC5581,,,,,,
,,,OBSOLETES,Authority,reference,RFC9580,Authority,reference,RFC6637,,,,,,
,,,CONTROLS,ControllingOrg,shortName,lamps WG,Authority,reference,RFC9787,,,,,,
,,,CONTROLS,ControllingOrg,shortName,lamps WG,Authority,reference,RFC9788,,,,,,
,,,UPDATES,Authority,reference,RFC9788,Authority,reference,RFC8551,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC608,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC810,,,,,,
,,,OBSOLETES,Authority,reference,RFC810,Authority,reference,RFC608,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC952,,,,,,
,,,OBSOLETES,Authority,reference,RFC952,Authority,reference,RFC810,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1122,,,,,,
,,,MEMBER_OF,Authority,reference,RFC1122,AuthorityGroup,reference,STD3,,,,,,
,,,UPDATES,Authority,reference,RFC1122,Authority,reference,RFC793,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1123,,,,,,
,,,MEMBER_OF,Authority,reference,RFC1123,AuthorityGroup,reference,STD3,,,,,,
,,,UPDATES,Authority,reference,RFC1123,Authority,reference,RFC822,,,,,,
,,,UPDATES,Authority,reference,RFC1123,Authority,reference,RFC952,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IANA,Authority,reference,IANA TZDB,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IANA,Authority,reference,IANA TZDB Info,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC8536,,,,,,
,,,DEFINES,Authority,reference,RFC8536,Artifact,shortName,TZif,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC9636,,,,,,
,,,OBSOLETES,Authority,reference,RFC9636,Authority,reference,RFC8536,,,,,,
,,,DEFINES,Authority,reference,RFC9636,Artifact,shortName,TZif,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF APP Area,Authority,reference,RFC6557,,,,,,
,,,MEMBER_OF,Authority,reference,RFC6557,AuthorityGroup,reference,BCP175,,,,,,
,,,CONTROLS,ControllingOrg,shortName,Unicode,AuthorityGroup,reference,Unicode TR35,,,,,,
,,,DEFINES,AuthorityGroup,reference,Unicode TR35,Artifact,shortName,Unicode LDML,,,,,,
,,,CONTROLS,ControllingOrg,shortName,Unicode,AuthorityGroup,reference,Unicode CLDR,,,,,,
,,,CONTROLS,ControllingOrg,shortName,Unicode,Authority,reference,Unicode CLDR Links,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC958,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1059,,,,,,
,,,OBSOLETES,Authority,reference,RFC1059,Authority,reference,RFC958,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1119,,,,,,
,,,OBSOLETES,Authority,reference,RFC1119,Authority,reference,RFC958,,,,,,
,,,OBSOLETES,Authority,reference,RFC1119,Authority,reference,RFC1059,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1305,,,,,,
,,,OBSOLETES,Authority,reference,RFC1305,Authority,reference,RFC958,,,,,,
,,,OBSOLETES,Authority,reference,RFC1305,Authority,reference,RFC1059,,,,,,
,,,OBSOLETES,Authority,reference,RFC1305,Authority,reference,RFC1119,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1361,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC1769,,,,,,
,,,OBSOLETES,Authority,reference,RFC1769,Authority,reference,RFC1361,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC2030,,,,,,
,,,OBSOLETES,Authority,reference,RFC2030,Authority,reference,RFC1769,,,,,,
,,,CONTROLS,ControllingOrg,shortName,IETF,Authority,reference,RFC4330,,,,,,
,,,OBSOLETES,Authority,reference,RFC4330,Authority,reference,RFC1769,,,,,,
,,,OBSOLETES,Authority,reference,RFC4330,Authority,reference,RFC2030,,,,,,
,,,CONTROLS,ControllingOrg,shortName,ntp WG,Authority,reference,RFC5905,,,,,,
,,,MEMBER_OF,Authority,reference,RFC5905,AuthorityGroup,reference,NTPv4,,,,,,
,,,OBSOLETES,Authority,reference,RFC5905,Authority,reference,RFC1305,,,,,,
,,,OBSOLETES,Authority,reference,RFC5905,Authority,reference,RFC4330,,,,,,
,,,CONTROLS,ControllingOrg,shortName,ntp WG,Authority,reference,RFC5906,,,,,,
,,,MEMBER_OF,Authority,reference,RFC5906,AuthorityGroup,reference,NTPv4,,,,,,
,,,CONTROLS,ControllingOrg,shortName,ntp WG,Authority,reference,RFC7821,,,,,,
,,,MEMBER_OF,Authority,reference,RFC7821,AuthorityGroup,reference,NTPv4,,,,,,
,,,CONTROLS,ControllingOrg,shortName,ntp WG,Authority,reference,RFC7822,,,,,,
,,,MEMBER_OF,Authority,reference,RFC7822,AuthorityGroup,reference,NTPv4,,,,,,
,,,UPDATES,Authority,reference,RFC7822,Authority,reference,RFC5905,,,,,,
,,,CONTROLS,ControllingOrg,shortName,ntp WG,Authority,reference,RFC8573,,,,,,
,,,MEMBER_OF,Authority,reference,RFC8573,AuthorityGroup,reference,NTPv4,,,,,,
,,,UPDATES,Authority,reference,RFC8573,Authority,reference,RFC5905,,,,,,
,,,CONTROLS,ControllingOrg,shortName,ntp WG,Authority,reference,RFC9109,,,,,,
,,,MEMBER_OF,Authority,reference,RFC9109,AuthorityGroup,reference,NTPv4,,,,,,
,,,UPDATES,Authority,reference,RFC9109,Authority,reference,RFC5905,,,,,,
,,,CONTROLS,ControllingOrg,shortName,ntp WG,Authority,reference,RFC9748,,,,,,
,,,MEMBER_OF,Authority,reference,RFC9748,AuthorityGroup,reference,NTPv4,,,,,,
,,,UPDATES,Authority,reference,RFC9748,Authority,reference,RFC5905,,,,,,
,,,UPDATES,Authority,reference,RFC9748,Authority,reference,RFC5906,,,,,,
,,,UPDATES,Authority,reference,RFC9748,Authority,reference,RFC7821,,,,,,
,,,UPDATES,Authority,reference,RFC9748,Authority,reference,RFC7822,,,,,,
,,,UPDATES,Authority,reference,RFC9748,Authority,reference,RFC8573,,,,,,
,,,CONTROLS,ControllingOrg,shortName,ntp WG,Authority,reference,RFC9769,,,,,,
,,,MEMBER_OF,Authority,reference,RFC9769,AuthorityGroup,reference,NTPv4,,,,,,
,,,UPDATES,Authority,reference,RFC9769,Authority,reference,RFC5905,,,,,,
,,,DEFINES,AuthorityGroup,reference,NTPv4,Artifact,shortName,NTPv4,,,,,,
,,,CONTROLS,ControllingOrg,shortName,NIST,Authority,reference,NIST SP 800-63 v1,,,,,,
,,,CONTROLS,ControllingOrg,shortName,NIST,Authority,reference,NIST SP 800-63 v1.0.1,,,,,,
,,,SUPERSEDES,Authority,reference,NIST SP 800-63 v1.0.1,Authority,reference,NIST SP 800-63 v1,,,,,,
,,,CONTROLS,ControllingOrg,shortName,NIST,Authority,reference,NIST SP 800-63 v1.0.2,,,,,,
,,,SUPERSEDES,Authority,reference,NIST SP 800-63 v1.0.2,Authority,reference,NIST SP 800-63 v1.0.1,,,,,,
